Step,Accuracy,Loss,0,1,2,3,4,ACA
0,71.7399978637695,0.992057979106903,0.786988914012909,0.067024126648903,0.438095241785049,0.37777778506279,0.300000011920929,0.393977215886116
1,53.0200004577637,1.37836527824402,0.862210631370544,0.084313727915287,0.290196090936661,0.221183806657791,0.081549435853958,0.307890738546848
2,12.039999961853,1.1604151725769,0.658227860927582,0.075288265943527,0.539906084537506,0.34730538725853,0.372881352901459,0.398721790313721
3,58.2999992370606,1.04521858692169,0.885519325733185,0.102502018213272,0.451219499111176,0.358974367380142,0.309012889862061,0.421445620059967
4,56.1399993896484,1.02097392082214,0.888268172740936,0.100208766758442,0.46116504073143,0.333333343267441,0.364130437374115,0.429421152174473
5,55.7799987792969,1.07969462871552,0.893089413642883,0.104237288236618,0.365680485963821,0.31740614771843,0.301801800727844,0.396443027257919
6,58.560001373291,1.05615341663361,0.893893122673035,0.103641457855701,0.386029422283173,0.315789461135864,0.336538463830948,0.407178385555744
7,64.9800033569336,0.956139862537384,0.884932398796081,0.12382934242487,0.484602928161621,0.345528453588486,0.433566421270371,0.454491908848286
8,48.0999984741211,1.12719762325287,0.898536086082459,0.087121210992336,0.347871243953705,0.293929725885391,0.377358496189117,0.400963352620602
9,57.5200004577637,1.03894829750061,0.895499050617218,0.10032894462347,0.409333318471909,0.3236363530159,0.343137264251709,0.414386986196041
