Step,Accuracy,Loss,0,1,2,3,4,ACA
0,68.9599990844727,0.939924538135529,0.901011347770691,0.149892926216126,0.634328365325928,0.349315077066421,0.243137255311012,0.455536994338036
1,78.5199966430664,0.80716872215271,0.854523837566376,0.251592367887497,0.714975833892822,0.336734682321548,0.530120491981506,0.53758944272995
2,75.0199966430664,0.811852991580963,0.898727178573608,0.198461532592773,0.68767911195755,0.369426757097244,0.330434769392014,0.496945869922638
3,73.8199996948242,0.799093544483185,0.921661734580994,0.192355111241341,0.664302587509155,0.331983804702759,0.442953020334244,0.510651251673698
4,75.7200012207031,0.764825522899628,0.918764293193817,0.197031036019325,0.685230016708374,0.353982299566269,0.524193525314331,0.535840234160423
5,75.3399963378906,0.78919792175293,0.918879926204681,0.206521734595299,0.607361972332001,0.341463416814804,0.445859879255295,0.504017385840416
6,71.0999984741211,0.861664235591888,0.925368428230285,0.172781065106392,0.577946782112122,0.321839094161987,0.391061455011368,0.477799364924431
7,73.6800003051758,0.796448767185211,0.922847807407379,0.191677168011665,0.623607993125916,0.342975199222565,0.446540892124176,0.50552981197834
8,72.9800033569336,0.81034779548645,0.924659609794617,0.185140073299408,0.601252615451813,0.325581401586533,0.503649652004242,0.508056670427322
9,72.5400009155274,0.824117243289948,0.925213694572449,0.184146344661713,0.589068830013275,0.32196968793869,0.472602725028992,0.498600256443024
10,71.5199966430664,0.832523584365845,0.927744746208191,0.181318685412407,0.597938120365143,0.337254911661148,0.450980395078659,0.49904737174511
11,73.879997253418,0.799127042293549,0.921667158603668,0.190540537238121,0.60606062412262,0.326923072338104,0.451612889766693,0.499360856413841
12,73.6999969482422,0.797744750976563,0.922436833381653,0.188387095928192,0.613043487071991,0.326923072338104,0.485714286565781,0.507300955057144
13,71.9199981689453,0.826011061668396,0.925788521766663,0.179633870720863,0.593117415904999,0.321839094161987,0.49635037779808,0.503345856070519
14,74.0400009155273,0.793126225471497,0.922008872032166,0.192256346344948,0.609442055225372,0.31954887509346,0.507462680339813,0.510143765807152
